reference	Subject	percent	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
k87_2756163_2	PGPT0020770_7853	94.6	56	3	0	1	168	1	56	1.40E-19	99.8
k87_2756260_1	PGPT0007010_2971	90.8	262	24	0	16	801	5	266	5.80E-124	448.7
k87_2758260_1	PGPT0023720_2485	92.3	39	3	0	1	117	1	39	8.70E-13	76.6
k87_2758266_2	PGPT0014015_1108	93.8	632	37	1	67	1962	1	630	0.00E+00	1065.4
k87_2758266_4	PGPT0008185_9077	98.9	548	6	0	1	1644	1	548	0.00E+00	1083.2
k87_2758266_5	PGPT0007525_1254	99.4	325	2	0	22	996	1	325	2.60E-174	616.3
k87_2758266_13	PGPT0012130_1529	91.6	598	49	1	1	1791	1	598	3.20E-300	1035.4
k87_2758266_14	PGPT0018860_2780	94.2	380	17	1	1	1125	1	380	2.40E-192	676.4
k87_2758266_15	PGPT0017955_453	99.6	260	1	0	1	780	1	260	4.30E-140	502.3
k87_2758266_16	PGPT0017950_95	96.6	446	10	1	1	1338	1	441	1.50E-246	856.7
k87_2758266_17	PGPT0018885_259	97.1	313	9	0	1	939	1	313	1.00E-172	610.9
k87_2758266_18	PGPT0017925_399	97.9	384	8	0	1	1152	1	384	7.80E-215	751.1
k87_2758266_19	PGPT0018560_33	96.3	1117	41	0	1	3351	1	1117	0.00E+00	2196
k87_2758266_20	PGPT0003790_842	98.7	1006	13	0	1	3018	1	1006	0.00E+00	2015.4
k87_2758266_26	PGPT0025590_239	91	279	25	0	1	837	1	279	3.90E-147	525.8
k87_2761031_2	PGPT0017541_1515	95.6	114	5	0	1	342	1	114	7.30E-60	234.6
k87_2761686_4	PGPT0008135_342	93.9	379	23	0	1	1137	1	379	3.60E-204	715.7
k87_2762019_3	PGPT0022295_571	91.3	69	6	0	1	207	256	324	7.20E-26	120.9
k87_2766640_3	PGPT0030005_509	90.6	417	39	0	1	1251	1	417	5.30E-217	758.4
k87_2767038_1	PGPT0017541_1515	95.4	131	6	0	1	393	218	348	6.70E-65	251.5
k87_2767306_1	PGPT0021580_1571	97.6	166	4	0	1	498	361	526	8.40E-89	331.3
k87_2768099_1	PGPT0013385_991	91.2	228	20	0	1	684	9	236	4.60E-114	415.6
k87_2770609_1	PGPT0015920_1340	93.8	403	25	0	4	1212	1	403	7.70E-205	718
k87_2772502_2	PGPT0007750_349	92	276	22	0	1	828	1	276	2.00E-127	460.3
k87_2773269_4	PGPT0001600_651	90.2	204	19	1	1	609	58	261	8.70E-112	407.9
k87_2773270_2	PGPT0012225_4630	94.8	498	26	0	1	1494	1	498	7.90E-276	954.1
k87_2773975_2	PGPT0008075_2121	90.1	232	23	0	1	696	49	280	1.20E-117	427.6
k87_2774055_5	PGPT0014595_3459	100	216	0	0	1	648	1	216	1.60E-124	450.3
k87_2774634_1	PGPT0008325_75	93.7	142	9	0	1	426	1	142	1.30E-69	267.3
k87_2775661_2	PGPT0006725_3853	94.2	325	19	0	1	975	1	325	3.60E-168	595.9
k87_2775939_3	PGPT0008225_305	91.2	307	27	0	1	921	84	390	3.10E-166	589.3
k87_2777842_1	PGPT0013240_579	95.5	267	12	0	1	801	1	267	3.30E-148	529.3
k87_2778148_1	PGPT0013645_2356	92	300	24	0	1	900	127	426	1.20E-146	524.2
k87_2778170_1	PGPT0026845_1375	97.8	179	4	0	1	537	1	179	3.90E-92	342.4
k87_2778170_2	PGPT0026840_1042	98	102	2	0	1	306	1	102	9.50E-43	177.6
k87_2778170_3	PGPT0026835_1079	98.6	73	1	0	1	219	138	210	1.00E-30	137.1
k87_2778461_1	PGPT0009115_3262	92.1	203	16	0	1	609	1	203	4.40E-108	395.6
k87_2778461_3	PGPT0008385_470	90.2	591	58	0	1	1773	1	591	0.00E+00	1082
k87_2778542_1	PGPT0006775_1360	93.7	379	24	0	1	1137	192	570	7.20E-205	718
k87_2778582_1	PGPT0013505_2119	95.2	63	3	0	1	189	400	462	2.70E-27	125.6
k87_2779076_2	PGPT0008862_1159	92.6	336	25	0	1	1008	1	336	2.10E-176	623.2
k87_2781996_7	PGPT0021225_2630	92.8	180	13	0	4	543	5	184	2.60E-99	366.3
k87_2783071_2	PGPT0006670_198	91.5	247	21	0	1	741	1	247	2.60E-118	429.9
k87_2783370_1	PGPT0013765_680	97.1	34	1	0	102	1	5	38	2.10E-10	68.6
k87_2783620_1	PGPT0018725_282	96.5	342	12	0	1	1026	13	354	1.90E-188	663.3
k87_2784342_2	PGPT0029140_120	96	200	8	0	1	600	1	200	2.80E-107	392.9
k87_2786026_1	PGPT0021730_2356	95.5	396	18	0	1	1188	322	717	1.40E-219	766.9
k87_2786450_2	PGPT0003790_18034	91.2	240	21	0	1	720	494	733	1.80E-121	440.3
k87_2788999_1	PGPT0030610_1130	95.8	263	11	0	1	789	1	263	7.30E-139	498.4
k87_2789269_9	PGPT0013345_3870	94	249	15	0	85	831	1	249	1.20E-127	461.1
k87_2789360_1	PGPT0013165_598	96.7	30	1	0	1	90	717	746	4.30E-10	67.4
k87_2789606_3	PGPT0006730_20682	90.8	218	20	0	13	666	1	218	1.50E-109	400.6
k87_2790579_3	PGPT0016545_9063	90.3	155	15	0	1	465	1	155	1.30E-75	287.3
k87_2793491_1	PGPT0021150_1547	92.1	366	29	0	1	1098	216	581	1.50E-191	673.7
k87_2794394_1	PGPT0001165_1956	94.2	868	50	0	1	2604	1	868	0.00E+00	1626.7
k87_2794738_3	PGPT0013045_1208	90.3	226	22	0	1	678	1	226	8.00E-119	431.4
k87_2795174_1	PGPT0012920_1934	100	37	0	0	129	19	128	164	1.70E-14	82.4
k87_2796393_1	PGPT0016545_5892	90.7	75	7	0	1	225	360	434	3.90E-33	145.2
k87_2796453_1	PGPT0017420_267	90.4	178	17	0	1	534	61	238	5.10E-92	342
k87_2796710_2	PGPT0002815_213	93.2	44	3	0	1	132	310	353	7.70E-17	90.5
k87_2796849_1	PGPT0005685_3840	93.1	232	16	0	1	696	1	232	7.80E-133	478
k87_2797063_1	PGPT0003890_549	99.1	216	2	0	1	648	16	231	1.20E-116	424.1
k87_2798390_3	PGPT0025980_1680	94.9	98	5	0	1	294	62	159	5.00E-49	198.4
k87_2798880_1	PGPT0014815_2087	95.1	266	13	0	16	813	94	359	1.70E-139	500.4
k87_2798892_1	PGPT0018485_1081	91.4	337	29	0	1	1011	1	337	8.40E-173	611.3
k87_2798892_2	PGPT0018480_354	91.8	388	32	0	1	1164	254	641	4.00E-211	738.8
k87_2799229_1	PGPT0024165_3991	95.8	71	3	0	19	231	5	75	4.10E-30	135.2
k87_2799432_1	PGPT0008370_942	91.2	272	24	0	1	816	1	272	6.20E-142	508.4
k87_2799514_2	PGPT0001170_5189	96.9	161	5	0	1	483	244	404	2.40E-88	329.7
k87_2799527_3	PGPT0025560_1696	90.5	74	7	0	1	222	1	74	2.40E-30	136
k87_2800541_2	PGPT0001875_4357	90.7	280	26	0	4	843	3	282	4.00E-144	515.8
k87_2800739_1	PGPT0001140_757	90.5	84	8	0	1	252	219	302	6.40E-37	157.9
k87_2800739_2	PGPT0001145_1575	90.1	181	18	0	10	552	44	224	2.70E-80	303.1
k87_2800928_1	PGPT0020110_1460	91.9	210	17	0	1	630	1	210	8.30E-110	401.4
k87_2800928_2	PGPT0013170_19201	93.6	204	13	0	1	612	1	204	1.40E-109	400.6
k87_2800928_3	PGPT0014675_3267	97.1	70	2	0	1	210	1	70	4.00E-32	141.7
k87_2800928_4	PGPT0009345_702	91.8	61	5	0	1	183	1	61	3.30E-19	98.6
k87_2802483_1	PGPT0013640_1926	94.2	207	12	0	49	669	5	211	5.70E-109	398.7
k87_2803181_2	PGPT0021650_551	90.2	153	15	0	1	459	116	268	2.10E-81	306.6
k87_2805612_1	PGPT0009811_757	93	526	37	0	1	1578	112	637	6.80E-286	987.6
k87_2806071_1	PGPT0021405_141	90	80	8	0	1	240	1	80	5.10E-36	154.8
k87_2806361_1	PGPT0020965_279	92.7	382	28	0	1	1146	160	541	8.30E-209	731.1
k87_2806484_3	PGPT0007580_3712	92.4	357	27	0	1	1071	1	357	3.60E-190	669.1
k87_2809183_2	PGPT0007145_318	93	301	21	0	1	903	92	392	1.80E-166	590.1
k87_2809262_2	PGPT0003020_1344	92	349	27	1	7	1050	1	349	3.40E-169	599.4
k87_2809469_2	PGPT0001140_3911	95.9	267	11	0	1	801	1	267	2.00E-145	520
k87_2809469_3	PGPT0001145_2726	98.8	165	2	0	1	495	124	288	3.30E-85	319.3
k87_2810236_2	PGPT0020770_9322	92.7	286	21	0	1	858	1	286	1.00E-142	511.1
k87_2812971_2	PGPT0021690_444	94.1	186	11	0	1	558	1	186	4.80E-101	372.1
k87_2813600_3	PGPT0024330_4042	91.9	62	5	0	7	192	268	329	2.40E-23	112.5
k87_2814536_2	PGPT0011375_47	90.8	87	8	0	1	261	44	130	1.70E-35	153.3
k87_2815116_1	PGPT0027660_44	91.9	406	32	1	1	1215	1	406	1.70E-204	717.2
k87_2815152_1	PGPT0014555_4644	92.4	172	13	0	1	516	1	172	5.40E-83	312
k87_2815593_1	PGPT0004055_3614	97.1	34	1	0	10	111	3	36	2.60E-11	71.6
k87_2815857_4	PGPT0018560_4438	92.2	51	4	0	10	162	7	57	2.00E-23	112.5
k87_2816092_1	PGPT0008505_162	90.1	81	8	0	1	243	264	344	4.80E-37	158.3
k87_2816637_2	PGPT0002220_760	92.1	126	10	0	1	378	1	126	2.80E-65	252.7
k87_2816646_2	PGPT0020010_4857	93.6	109	7	0	1	327	1	109	2.00E-54	216.5
k87_2816762_1	PGPT0014920_860	92.1	491	39	0	1	1473	105	595	2.00E-260	902.9
k87_2816793_3	PGPT0026700_179	96.3	134	5	0	1	402	4	137	1.80E-70	270
k87_2816938_1	PGPT0021225_2893	93	143	10	0	1	429	1	143	6.90E-76	288.1
k87_2817733_2	PGPT0000675_599	90.2	112	11	0	1	336	1	112	5.70E-49	198.4
k87_2818389_3	PGPT0014045_3360	95.6	344	15	0	1	1032	1	344	3.60E-187	659.1
k87_2818451_1	PGPT0016835_1240	93.5	336	22	0	1	1008	101	436	5.60E-185	651.7
k87_2818451_2	PGPT0016840_629	94.6	242	13	0	1	726	1	242	5.20E-124	448.7
k87_2818473_3	PGPT0014220_3306	91.2	364	32	0	7	1098	2	365	4.60E-180	635.6
k87_2819732_2	PGPT0000645_7262	95.3	191	9	0	46	618	1	191	1.30E-102	377.5
k87_2819971_1	PGPT0013680_633	92.8	69	5	0	1	207	309	377	2.60E-31	139
k87_2819971_3	PGPT0013615_1918	95.6	390	17	0	1	1170	1	390	9.00E-227	790.8
k87_2820468_1	PGPT0003040_1563	95.9	98	2	1	7	294	5	102	1.40E-46	190.3
k87_2820489_1	PGPT0024720_328	99.3	293	2	0	1	879	15	307	4.10E-163	578.9
k87_2820489_2	PGPT0024725_244	95.8	48	2	0	1	144	1	48	1.60E-16	89.4
k87_2820753_3	PGPT0008320_4065	93.9	82	5	0	1	246	321	402	2.00E-35	152.9
k87_2821512_1	PGPT0012890_1291	97.2	108	3	0	1	324	181	288	3.00E-55	219.2
k87_2821555_1	PGPT0020825_1080	98.2	169	3	0	1	507	184	352	4.20E-88	328.9
k87_2821841_2	PGPT0004445_4429	98	101	2	0	1	303	230	330	6.50E-44	181.4
k87_2823245_2	PGPT0021075_30	91.5	212	18	0	1	636	162	373	5.10E-107	392.1
k87_2823945_4	PGPT0003680_1770	92.6	394	29	0	1	1182	45	438	2.10E-207	726.5
k87_2824215_1	PGPT0021145_847	93.4	61	4	0	1	183	381	441	2.70E-27	125.6
k87_2824627_2	PGPT0015280_240	90.1	202	19	1	40	645	10	210	9.40E-93	344.7
k87_2825105_2	PGPT0007855_1717	97.3	188	5	0	1	564	1	188	5.10E-103	378.6
k87_2825240_1	PGPT0020765_846	96.6	294	10	0	1	882	151	444	1.50E-165	587
k87_2826071_2	PGPT0014920_1983	92	88	7	0	13	276	8	95	3.40E-39	165.6
k87_2826105_1	PGPT0012300_13	97.3	409	11	0	1	1227	545	953	5.00E-231	805.1
k87_2826888_1	PGPT0021565_2691	94.6	257	14	0	1	771	8	264	4.70E-139	498.8
k87_2828700_1	PGPT0026785_2536	93.1	72	5	0	1	216	90	161	9.00E-35	150.6
k87_2828856_2	PGPT0004450_6411	100	211	0	0	1	633	94	304	9.90E-111	404.4
k87_2829010_2	PGPT0014585_1909	90.8	76	7	0	1	228	1	76	1.40E-30	136.7
k87_2829678_3	PGPT0020785_3971	90.4	115	11	0	37	381	126	240	7.10E-49	198.4
k87_2830884_2	PGPT0008460_2459	90.4	52	5	0	1	156	437	488	2.20E-17	92.4
k87_2831320_1	PGPT0000640_2017	92.3	389	29	1	1	1164	97	485	6.20E-212	741.5
k87_2831585_1	PGPT0007990_1995	91.7	121	10	0	1	363	279	399	7.30E-58	228
k87_2832202_3	PGPT0002015_75	93	86	6	0	22	279	7	92	1.20E-39	167.2
k87_2832373_1	PGPT0009160_1662	92.9	266	19	0	1	798	107	372	3.20E-143	512.7
k87_2832373_2	PGPT0006730_12690	94.2	104	6	0	1	312	73	176	7.70E-49	198
k87_2834231_3	PGPT0000500_1386	97.1	35	1	0	1	105	395	429	4.70E-13	77.4
k87_2834522_1	PGPT0008185_2583	91.1	123	10	1	28	396	3	124	9.60E-56	221.1
k87_2835879_1	PGPT0017855_3664	98.9	177	2	0	1	531	262	438	1.50E-91	340.5
k87_2836114_2	PGPT0023945_221	99	385	4	0	4	1158	1	385	4.40E-218	761.9
k87_2836317_2	PGPT0014575_138	96	823	31	2	1	2466	1	822	0.00E+00	1489.6
k87_2836881_1	PGPT0016025_653	92.4	288	14	4	1	855	1	283	2.00E-138	496.9
k87_2836881_2	PGPT0016020_334	94.6	313	17	0	1	939	115	427	2.00E-168	596.7
k87_2837479_2	PGPT0013365_2872	91.8	317	26	0	37	987	10	326	1.00E-170	604.4
k87_2837605_2	PGPT0000675_285	92	112	9	0	1	336	1	112	1.00E-50	204.1
k87_2838169_2	PGPT0016545_10214	90.9	242	22	0	1	726	1	242	1.10E-126	457.6
k87_2838516_2	PGPT0025730_2182	91	111	9	1	1	333	1	110	6.30E-48	194.9
k87_2838837_1	PGPT0004025_833	92.2	256	20	0	1	768	336	591	8.80E-138	494.6
k87_2838849_1	PGPT0014585_810	92.9	239	11	1	1	699	4	242	8.30E-103	378.3
k87_2839163_2	PGPT0014915_1524	100	44	0	0	1	132	1	44	1.70E-16	89.7
k87_2839292_1	PGPT0002270_638	92	50	4	0	7	156	586	635	2.90E-19	98.6
k87_2840435_1	PGPT0002700_3609	100	143	0	0	1	429	177	319	1.20E-75	287.3
k87_2840714_1	PGPT0004435_3336	98.9	261	3	0	1	783	1	261	5.10E-141	505.4
k87_2840714_2	PGPT0004450_1902	100	127	0	0	1	381	257	383	4.60E-63	245.4
k87_2841207_1	PGPT0021310_32	99.8	460	1	0	1	1380	9	468	1.20E-267	926.8
k87_2841207_5	PGPT0015985_554	93.5	169	11	0	1	507	1	169	2.00E-82	310.1
k87_2841207_6	PGPT0015990_418	96.3	1256	47	0	1	3768	1	1256	0.00E+00	2456
k87_2841207_8	PGPT0014920_2249	99.9	676	1	0	4	2031	1	676	0.00E+00	1312.4
k87_2841319_2	PGPT0018300_328	91.7	290	24	0	1	870	1	290	3.30E-149	532.7
k87_2842114_1	PGPT0018545_4026	99.5	371	2	0	1	1113	1	371	1.00E-216	757.3
k87_2842114_2	PGPT0025880_1938	96.9	360	11	0	1	1080	125	484	2.80E-206	722.6
k87_2842195_1	PGPT0007210_2645	91.2	80	7	0	1	240	1	80	1.80E-33	146.4
k87_2842461_1	PGPT0014675_4990	100	69	0	0	1	207	1	69	1.80E-32	142.9
k87_2842891_1	PGPT0014296_574	100	498	0	0	1	1494	1	498	1.20E-279	966.8
k87_2844336_1	PGPT0000285_1188	98.3	515	9	0	1	1545	41	555	2.80E-308	1062
k87_2844986_1	PGPT0016535_4774	99	103	1	0	1	309	206	308	2.10E-50	203
k87_2844986_2	PGPT0016540_8361	99.3	274	2	0	1	822	1	274	4.70E-145	518.8
k87_2845449_2	PGPT0017210_243	100	247	0	0	1	741	86	332	2.50E-121	439.9
k87_2845759_1	PGPT0001040_4782	93.3	313	17	1	31	969	1	309	9.00E-148	528.1
k87_2845759_2	PGPT0006355_1727	95.8	72	3	0	1	216	1	72	1.40E-32	143.3
k87_2846188_3	PGPT0014225_5554	90.8	76	7	0	1	228	187	262	5.30E-30	134.8
k87_2847196_1	PGPT0016540_4532	90.1	81	8	0	7	249	2	82	1.10E-36	157.1
k87_2847672_1	PGPT0026125_1350	93.8	48	3	0	4	147	426	473	6.10E-19	97.4
k87_2848048_1	PGPT0027825_577	99	407	4	0	1	1221	153	559	1.50E-152	544.3
k87_2848109_2	PGPT0015885_103	97.2	36	1	0	1	108	1	36	1.30E-10	69.3
k87_2848141_2	PGPT0008145_3483	91.3	264	23	0	1	792	1	264	7.60E-145	518.1
k87_2848895_2	PGPT0018210_1394	93.2	235	16	0	1	705	2	236	5.80E-128	461.8
k87_2850282_1	PGPT0026090_122	99.2	355	3	0	1	1065	105	459	7.00E-194	681.4
k87_2851224_2	PGPT0009455_1734	90.8	195	18	0	1	585	1	195	8.30E-104	381.3
k87_2851617_1	PGPT0007585_3456	99.2	257	2	0	1	771	127	383	1.20E-142	510.8
k87_2851617_2	PGPT0011685_2447	100	77	0	0	1	231	3	79	2.90E-36	155.6
k87_2851810_3	PGPT0014795_16	97.4	116	3	0	1	348	157	272	2.10E-54	216.5
k87_2851810_4	PGPT0019115_597	97.3	37	1	0	1	111	256	292	7.20E-14	80.5
k87_2851876_2	PGPT0002020_6130	96.8	156	5	0	1	468	321	476	1.30E-78	297.4
k87_2852234_2	PGPT0001465_245	90.5	241	23	0	1	723	1	241	2.80E-122	443
k87_2852756_2	PGPT0001435_287	92	50	4	0	1	150	1	50	1.10E-17	93.2
k87_2853238_2	PGPT0021500_153	92.6	408	30	0	64	1287	1	408	2.30E-223	779.6
k87_2853677_1	PGPT0006365_1447	90.2	337	33	0	1	1011	1	337	2.80E-176	622.9
k87_2853831_1	PGPT0021360_2895	97	66	2	0	1	198	69	134	1.10E-31	140.2
k87_2853831_2	PGPT0013380_2333	94	266	16	0	1	798	1	266	2.00E-137	493.4
k87_2853831_3	PGPT0021365_1099	97	197	6	0	4	594	1	197	4.20E-103	379
k87_2854636_2	PGPT0021445_1509	95.5	132	6	0	55	450	4	135	8.40E-64	248.1
k87_2854659_4	PGPT0008110_2496	94.3	87	5	0	1	261	440	526	7.10E-39	164.5
k87_2854890_1	PGPT0021355_1966	95.2	84	4	0	1	252	16	99	5.80E-38	161.4
k87_2855080_2	PGPT0003935_3500	95.9	74	3	0	1	222	210	283	7.10E-32	141
k87_2855265_1	PGPT0007095_3603	94.6	352	19	0	4	1059	139	490	3.00E-189	666
k87_2856335_1	PGPT0001441_998	92.9	168	12	0	1	504	200	367	1.80E-83	313.5
k87_2856817_1	PGPT0008410_1561	95.1	329	16	0	1	987	13	341	1.30E-181	640.6
k87_2856844_1	PGPT0016025_2124	95.2	251	12	0	439	1191	42	292	3.70E-127	459.9
k87_2856923_1	PGPT0020140_2859	92.7	55	4	0	1	165	376	430	3.00E-22	108.6
k87_2857583_1	PGPT0007245_4486	93.3	135	9	0	1	405	262	396	5.10E-68	261.9
k87_2857698_2	PGPT0013065_2996	96.6	205	7	0	46	660	1	205	6.60E-118	428.3
k87_2857698_5	PGPT0012965_619	99.1	316	3	0	1	948	1	316	5.00E-175	618.6
k87_2857698_6	PGPT0013135_575	100	179	0	0	1	537	1	179	8.40E-103	377.9
k87_2857698_7	PGPT0013140_427	99.4	175	1	0	1	525	1	175	2.20E-87	326.6
k87_2858032_1	PGPT0008935_150	96.3	134	5	0	1	402	203	336	6.40E-71	271.6
k87_2858032_2	PGPT0008915_1961	98.5	203	3	0	1	609	1	203	4.40E-108	395.6
k87_2858297_1	PGPT0017620_872	100	42	0	0	1	126	231	272	2.40E-16	88.6
k87_2858304_2	PGPT0021730_898	92.7	259	19	0	7	783	3	261	1.90E-135	486.9
k87_2859534_2	PGPT0002275_952	98.8	162	2	0	1	486	1	162	1.60E-84	317
k87_2859853_2	PGPT0016805_380	95.8	71	3	0	1	213	504	574	4.80E-33	144.8
k87_2861256_1	PGPT0016590_2935	90.4	332	31	1	1	996	1	331	3.10E-151	539.7
k87_2862103_1	PGPT0027600_134	91	89	8	0	118	384	1	89	2.70E-39	166.4
k87_2863147_1	PGPT0007990_1995	90.1	363	36	0	1	1089	28	390	1.60E-190	670.2
k87_2863271_1	PGPT0008320_1442	99.1	425	4	0	1	1275	1	425	3.50E-240	835.5
k87_2863271_4	PGPT0013181_970	94.3	192	9	2	1	573	1	191	9.90E-94	347.8
k87_2863271_5	PGPT0000685_1477	99.1	467	4	0	1	1401	1	467	1.10E-255	887.1
k87_2863271_6	PGPT0000680_1204	99.1	351	3	0	1	1053	1	351	2.80E-195	686
k87_2863271_12	PGPT0014241_945	90.7	151	14	0	1	453	1	151	2.00E-65	253.4
k87_2863271_13	PGPT0004720_915	93.5	139	9	0	1	417	1	139	2.00E-67	260
k87_2863271_14	PGPT0004730_46	93.1	288	16	1	1	864	1	284	1.60E-135	487.3
k87_2863271_15	PGPT0004735_1297	96.5	114	4	0	1	342	1	114	1.40E-55	220.3
k87_2863271_16	PGPT0004705_2390	92.6	68	5	0	1	204	13	80	4.20E-26	121.7
k87_2863271_17	PGPT0004705_2399	93.2	132	9	0	1	396	81	212	1.20E-61	240.7
k87_2863271_18	PGPT0004705_2390	99.1	114	1	0	1	342	228	341	4.80E-51	205.3
k87_2863272_7	PGPT0007120_578	97.5	406	10	0	1	1218	1	406	9.00E-223	777.7
k87_2863272_11	PGPT0020100_1188	99.3	307	2	0	1	921	1	307	2.30E-177	626.3
k87_2863272_13	PGPT0008780_1281	95	258	13	0	1	774	1	258	1.60E-131	473.8
k87_2863272_14	PGPT0022055_281	96.4	332	12	0	1	996	1	332	1.60E-171	607.1
k87_2863272_15	PGPT0024375_345	93.4	226	15	0	1	678	1	226	1.40E-107	394
k87_2863495_1	PGPT0029415_2229	96.3	432	16	0	1	1296	230	661	1.20E-219	767.3
k87_2863874_1	PGPT0020810_2229	94.7	379	20	0	1	1137	4	382	4.20E-197	692.2
k87_2865256_2	PGPT0017385_4088	90.7	140	13	0	1	420	1	140	1.80E-68	263.5
k87_2865298_2	PGPT0020715_634	96	124	5	0	10	381	4	127	3.20E-56	222.6
k87_2865325_2	PGPT0014570_355	100	85	0	0	1	255	50	134	4.80E-40	168.3
k87_2865895_1	PGPT0027695_5149	90.5	358	31	2	1	1068	1	357	9.20E-170	601.3
k87_2866042_1	PGPT0003180_5346	94.1	135	8	0	1	405	1	135	1.20E-66	257.3
k87_2866357_5	PGPT0007695_702	94.7	284	13	1	1	852	3	284	3.80E-142	509.2
k87_2866357_6	PGPT0007700_4347	96.3	218	8	0	1	654	1	218	5.20E-115	418.7
k87_2866368_2	PGPT0030625_1429	91.8	281	23	0	1	843	236	516	5.40E-149	531.9
k87_2866449_1	PGPT0015215_43	100	126	0	0	1	378	10	135	7.50E-58	228
k87_2866449_2	PGPT0017855_1369	99	194	2	0	1	582	268	461	8.20E-104	381.3
k87_2866500_1	PGPT0014251_801	90.7	344	32	0	1	1032	6	349	1.00E-173	614.4
k87_2866914_1	PGPT0025015_17	98.9	285	3	0	1	855	83	367	1.30E-145	520.8
k87_2866914_2	PGPT0025020_33	97.8	227	5	0	1	681	1	227	2.80E-119	433
k87_2867568_1	PGPT0003690_1711	93.1	363	25	0	1	1089	1	363	1.10E-189	667.5
k87_2867621_1	PGPT0013060_6414	95.9	73	3	0	1	219	244	316	2.10E-31	139.4
k87_2868218_1	PGPT0024120_4839	100	53	0	0	1	159	1	53	3.30E-23	111.7
k87_2869420_1	PGPT0029145_187	92.2	399	31	0	1	1197	202	600	1.30E-199	700.7
k87_2869420_2	PGPT0029145_187	98.6	69	1	0	207	1	107	175	8.10E-30	134
k87_2870288_1	PGPT0014915_1567	93	242	15	1	1	726	733	972	3.90E-127	459.1
k87_2870380_1	PGPT0012885_400	97.6	253	6	0	1	759	1	253	1.50E-134	483.8
k87_2870380_2	PGPT0019725_30	98.3	294	5	0	1	882	1	294	3.80E-161	572.4
k87_2870633_1	PGPT0029040_1280	97.5	359	9	0	1	1077	226	584	7.60E-196	688
k87_2872165_1	PGPT0012285_20	95.7	371	15	1	1	1110	569	939	9.50E-202	707.6
k87_2874201_2	PGPT0007020_1141	90.7	183	17	0	79	627	1	183	1.60E-84	317.4
k87_2874580_1	PGPT0007880_1020	95.8	96	4	0	1	288	1	96	1.10E-45	187.2
k87_2874580_4	PGPT0014560_2206	98.5	132	2	0	265	660	1	132	7.00E-67	258.8
k87_2876108_1	PGPT0014545_3942	95.2	229	10	1	1	684	1	229	6.20E-95	352.1
k87_2876108_2	PGPT0014555_3747	99.2	133	1	0	1	399	501	633	2.90E-60	236.1
k87_2876673_2	PGPT0006655_281	95.6	388	17	0	1	1164	1	388	4.00E-219	765.4
k87_2877364_1	PGPT0020570_255	94	100	6	0	1	300	1	100	3.90E-41	172.2
k87_2878192_2	PGPT0026120_575	94	83	5	0	1	249	1	83	2.00E-38	162.9
k87_2878668_3	PGPT0004445_1851	97.6	340	8	0	1	1020	7	346	5.20E-186	655.2
k87_2878668_4	PGPT0004450_8995	92.2	295	23	0	1	885	1	295	1.90E-144	516.9
k87_2878668_5	PGPT0004435_13537	95.3	278	13	0	1	834	1	278	3.10E-144	516.2
k87_2879534_2	PGPT0016850_1027	96.1	356	14	0	1	1068	1	356	7.40E-191	671.4
k87_2879534_3	PGPT0016845_686	99	96	1	0	1	288	187	282	4.60E-47	191.8
k87_2879879_1	PGPT0021045_1819	95	339	17	0	1	1017	25	363	5.70E-177	625.2
k87_2880980_2	PGPT0022000_5280	96.7	302	10	0	1	906	1	302	8.40E-164	581.3
k87_2881209_2	PGPT0023075_869	91.8	331	27	0	1	993	1	331	4.70E-168	595.5
k87_2881739_1	PGPT0021560_2737	100	333	0	0	1	999	35	367	3.60E-184	649
k87_2882197_3	PGPT0029145_520	90	40	4	0	1	120	1	40	1.60E-17	92.4
k87_2882252_1	PGPT0016310_3566	91.5	59	5	0	1	177	306	364	1.20E-24	116.7
k87_2882252_3	PGPT0017795_560	92.7	109	8	0	4	330	1	109	2.50E-57	226.1
k87_2882729_3	PGPT0018655_1830	90.1	71	7	0	1	213	180	250	5.00E-34	148.3
k87_2882752_2	PGPT0026785_1747	94.7	169	9	0	7	513	14	182	6.40E-92	341.7
k87_2883132_2	PGPT0004450_9050	93.3	104	7	0	1	312	191	294	2.40E-49	199.5
k87_2884013_2	PGPT0016380_574	93.1	202	14	0	1	606	1	202	2.50E-103	379.8
k87_2884460_1	PGPT0020210_2309	91.7	36	3	0	1	108	996	1031	1.70E-11	72.4
k87_2884547_2	PGPT0009455_1745	97.9	195	4	0	1	585	1	195	7.50E-113	411.4
k87_2885402_2	PGPT0020070_1805	97.8	267	6	0	1	801	1	267	8.80E-141	504.6
k87_2886641_2	PGPT0014830_131	96.1	51	2	0	10	162	5	55	5.90E-20	100.9
k87_2887142_1	PGPT0017635_1657	90.3	340	32	1	1	1020	1	339	3.50E-174	615.9
k87_2888187_1	PGPT0000300_3802	98.8	402	5	0	1	1206	1	402	1.10E-219	767.3
k87_2888187_2	PGPT0000450_1831	97.9	817	17	0	1	2451	1	817	0.00E+00	1629.8
k87_2888187_3	PGPT0000455_983	94.5	110	6	0	1	330	1	110	2.20E-56	223
k87_2888187_4	PGPT0000390_102	94.3	943	50	3	1	2817	1	943	0.00E+00	1781.5
k87_2888187_5	PGPT0003685_1324	90	260	22	1	1	780	1	256	2.10E-119	433.7
